Glucose (mM),Ammonium (mM),Growth rate (per hour) bootstrap 1,Growth rate (per hour) bootstrap 2,Growth rate (per hour) bootstrap 3,Growth rate (per hour) bootstrap 4,Growth rate (per hour) bootstrap 5,Growth rate (per hour) bootstrap 6,Growth rate (per hour) bootstrap 7,Growth rate (per hour) bootstrap 8,Growth rate (per hour) bootstrap 9,Growth rate (per hour) bootstrap 10,Growth rate (per hour) bootstrap 11,Growth rate (per hour) bootstrap 12,Growth rate (per hour) bootstrap 13,Growth rate (per hour) bootstrap 14,Growth rate (per hour) bootstrap 15,Growth rate (per hour) bootstrap 16,Growth rate (per hour) bootstrap 17,Growth rate (per hour) bootstrap 18,Growth rate (per hour) bootstrap 19,Growth rate (per hour) bootstrap 20,Growth rate (per hour) bootstrap 21,Growth rate (per hour) bootstrap 22,Growth rate (per hour) bootstrap 23,Growth rate (per hour) bootstrap 24,Growth rate (per hour) bootstrap 25,Growth rate (per hour) bootstrap 26,Growth rate (per hour) bootstrap 27,Growth rate (per hour) bootstrap 28,Growth rate (per hour) bootstrap 29,Growth rate (per hour) bootstrap 30,Growth rate (per hour) bootstrap 31,Growth rate (per hour) bootstrap 32,Growth rate (per hour) bootstrap 33,Growth rate (per hour) bootstrap 34,Growth rate (per hour) bootstrap 35,Growth rate (per hour) bootstrap 36,Growth rate (per hour) bootstrap 37,Growth rate (per hour) bootstrap 38,Growth rate (per hour) bootstrap 39,Growth rate (per hour) bootstrap 40,Growth rate (per hour) bootstrap 41,Growth rate (per hour) bootstrap 42,Growth rate (per hour) bootstrap 43,Growth rate (per hour) bootstrap 44,Growth rate (per hour) bootstrap 45,Growth rate (per hour) bootstrap 46,Growth rate (per hour) bootstrap 47,Growth rate (per hour) bootstrap 48,Growth rate (per hour) bootstrap 49,Growth rate (per hour) bootstrap 50,Growth rate (per hour) bootstrap 51,Growth rate (per hour) bootstrap 52,Growth rate (per hour) bootstrap 53,Growth rate (per hour) bootstrap 54,Growth rate (per hour) bootstrap 55,Growth rate (per hour) bootstrap 56,Growth rate (per hour) bootstrap 57,Growth rate (per hour) bootstrap 58,Growth rate (per hour) bootstrap 59,Growth rate (per hour) bootstrap 60,Growth rate (per hour) bootstrap 61,Growth rate (per hour) bootstrap 62,Growth rate (per hour) bootstrap 63,Growth rate (per hour) bootstrap 64,Growth rate (per hour) bootstrap 65,Growth rate (per hour) bootstrap 66,Growth rate (per hour) bootstrap 67,Growth rate (per hour) bootstrap 68,Growth rate (per hour) bootstrap 69,Growth rate (per hour) bootstrap 70,Growth rate (per hour) bootstrap 71,Growth rate (per hour) bootstrap 72,Growth rate (per hour) bootstrap 73,Growth rate (per hour) bootstrap 74,Growth rate (per hour) bootstrap 75,Growth rate (per hour) bootstrap 76,Growth rate (per hour) bootstrap 77,Growth rate (per hour) bootstrap 78,Growth rate (per hour) bootstrap 79,Growth rate (per hour) bootstrap 80,Growth rate (per hour) bootstrap 81,Growth rate (per hour) bootstrap 82,Growth rate (per hour) bootstrap 83,Growth rate (per hour) bootstrap 84,Growth rate (per hour) bootstrap 85,Growth rate (per hour) bootstrap 86,Growth rate (per hour) bootstrap 87,Growth rate (per hour) bootstrap 88,Growth rate (per hour) bootstrap 89,Growth rate (per hour) bootstrap 90,Growth rate (per hour) bootstrap 91,Growth rate (per hour) bootstrap 92,Growth rate (per hour) bootstrap 93,Growth rate (per hour) bootstrap 94,Growth rate (per hour) bootstrap 95,Growth rate (per hour) bootstrap 96,Growth rate (per hour) bootstrap 97,Growth rate (per hour) bootstrap 98,Growth rate (per hour) bootstrap 99,Growth rate (per hour) bootstrap 100
0.005,0.15,0.325343316333847,0.326318385887932,0.325343316333847,0.325343316333847,0.325343316333847,0.326318385887932,0.325343316333847,0.325343316333847,0.345308151462102,0.326318385887932,0.345308151462102,0.326318385887932,0.326318385887932,0.345308151462102,0.325343316333847,0.325343316333847,0.326318385887932,0.345308151462102,0.326318385887932,0.325343316333847,0.345308151462102,0.345308151462102,0.345308151462102,0.325343316333847,0.325343316333847,0.345308151462102,0.345308151462102,0.326318385887932,0.325343316333847,0.345308151462102,0.325343316333847,0.326318385887932,0.325343316333847,0.345308151462102,0.326318385887932,0.326318385887932,0.325343316333847,0.325343316333847,0.345308151462102,0.325343316333847,0.326318385887932,0.325343316333847,0.325343316333847,0.325343316333847,0.326318385887932,0.326318385887932,0.345308151462102,0.345308151462102,0.325343316333847,0.345308151462102,0.326318385887932,0.345308151462102,0.345308151462102,0.345308151462102,0.345308151462102,0.345308151462102,0.325343316333847,0.345308151462102,0.325343316333847,0.325343316333847,0.345308151462102,0.326318385887932,0.345308151462102,0.345308151462102,0.345308151462102,0.345308151462102,0.325343316333847,0.345308151462102,0.326318385887932,0.326318385887932,0.326318385887932,0.345308151462102,0.326318385887932,0.345308151462102,0.345308151462102,0.345308151462102,0.326318385887932,0.345308151462102,0.326318385887932,0.345308151462102,0.326318385887932,0.325343316333847,0.325343316333847,0.326318385887932,0.325343316333847,0.326318385887932,0.326318385887932,0.326318385887932,0.345308151462102,0.326318385887932,0.326318385887932,0.325343316333847,0.326318385887932,0.326318385887932,0.325343316333847,0.345308151462102,0.345308151462102,0.325343316333847,0.325343316333847,0.345308151462102
0.01,0.15,0.334265333109072,0.339297461834346,0.334265333109072,0.334204608705417,0.339297461834346,0.334204608705417,0.334265333109072,0.334204608705417,0.339297461834346,0.334265333109072,0.334265333109072,0.339297461834346,0.339297461834346,0.339297461834346,0.339297461834346,0.334204608705417,0.339297461834346,0.339297461834346,0.334204608705417,0.334265333109072,0.339297461834346,0.334265333109072,0.339297461834346,0.334204608705417,0.339297461834346,0.339297461834346,0.334204608705417,0.334265333109072,0.339297461834346,0.339297461834346,0.334204608705417,0.334204608705417,0.334265333109072,0.339297461834346,0.339297461834346,0.334265333109072,0.334265333109072,0.334265333109072,0.334265333109072,0.334265333109072,0.339297461834346,0.339297461834346,0.334265333109072,0.334265333109072,0.339297461834346,0.339297461834346,0.334265333109072,0.334265333109072,0.339297461834346,0.334204608705417,0.339297461834346,0.334265333109072,0.334204608705417,0.334204608705417,0.334265333109072,0.334204608705417,0.339297461834346,0.334265333109072,0.334204608705417,0.339297461834346,0.339297461834346,0.334204608705417,0.339297461834346,0.334204608705417,0.334204608705417,0.334204608705417,0.334265333109072,0.334265333109072,0.339297461834346,0.339297461834346,0.339297461834346,0.334204608705417,0.334265333109072,0.339297461834346,0.339297461834346,0.334204608705417,0.334265333109072,0.339297461834346,0.334265333109072,0.334204608705417,0.334204608705417,0.334265333109072,0.334204608705417,0.339297461834346,0.334265333109072,0.339297461834346,0.334204608705417,0.334204608705417,0.334204608705417,0.334204608705417,0.334265333109072,0.334265333109072,0.334265333109072,0.334204608705417,0.334265333109072,0.334265333109072,0.334204608705417,0.334204608705417,0.334265333109072,0.339297461834346
0.025,0.15,0.459199057844331,0.390951780099905,0.459199057844331,0.459199057844331,0.390951780099905,0.390951780099905,0.459199057844331,0.390951780099905,0.390951780099905,0.374699770165979,0.459199057844331,0.374699770165979,0.459199057844331,0.390951780099905,0.459199057844331,0.374699770165979,0.459199057844331,0.390951780099905,0.374699770165979,0.390951780099905,0.459199057844331,0.459199057844331,0.374699770165979,0.374699770165979,0.374699770165979,0.459199057844331,0.459199057844331,0.374699770165979,0.390951780099905,0.374699770165979,0.374699770165979,0.374699770165979,0.390951780099905,0.459199057844331,0.459199057844331,0.374699770165979,0.459199057844331,0.374699770165979,0.374699770165979,0.390951780099905,0.459199057844331,0.374699770165979,0.459199057844331,0.459199057844331,0.390951780099905,0.390951780099905,0.459199057844331,0.374699770165979,0.459199057844331,0.374699770165979,0.459199057844331,0.374699770165979,0.390951780099905,0.374699770165979,0.390951780099905,0.459199057844331,0.459199057844331,0.374699770165979,0.459199057844331,0.459199057844331,0.459199057844331,0.459199057844331,0.390951780099905,0.459199057844331,0.390951780099905,0.459199057844331,0.459199057844331,0.459199057844331,0.390951780099905,0.390951780099905,0.459199057844331,0.459199057844331,0.374699770165979,0.390951780099905,0.374699770165979,0.390951780099905,0.390951780099905,0.390951780099905,0.390951780099905,0.390951780099905,0.459199057844331,0.390951780099905,0.374699770165979,0.459199057844331,0.374699770165979,0.459199057844331,0.459199057844331,0.374699770165979,0.390951780099905,0.374699770165979,0.374699770165979,0.390951780099905,0.390951780099905,0.390951780099905,0.390951780099905,0.374699770165979,0.459199057844331,0.459199057844331,0.374699770165979,0.374699770165979
0.05,0.15,0.465730909034422,0.480098511388356,0.480098511388356,0.480098511388356,0.465730909034422,0.480098511388356,0.465730909034422,0.415682746007167,0.415682746007167,0.465730909034422,0.415682746007167,0.465730909034422,0.465730909034422,0.480098511388356,0.415682746007167,0.415682746007167,0.465730909034422,0.415682746007167,0.415682746007167,0.465730909034422,0.465730909034422,0.465730909034422,0.480098511388356,0.465730909034422,0.480098511388356,0.415682746007167,0.465730909034422,0.465730909034422,0.480098511388356,0.465730909034422,0.480098511388356,0.465730909034422,0.415682746007167,0.415682746007167,0.465730909034422,0.465730909034422,0.465730909034422,0.415682746007167,0.480098511388356,0.480098511388356,0.465730909034422,0.415682746007167,0.415682746007167,0.480098511388356,0.465730909034422,0.465730909034422,0.415682746007167,0.480098511388356,0.415682746007167,0.465730909034422,0.480098511388356,0.480098511388356,0.480098511388356,0.465730909034422,0.480098511388356,0.465730909034422,0.415682746007167,0.465730909034422,0.480098511388356,0.480098511388356,0.465730909034422,0.415682746007167,0.465730909034422,0.480098511388356,0.415682746007167,0.415682746007167,0.415682746007167,0.415682746007167,0.415682746007167,0.415682746007167,0.415682746007167,0.465730909034422,0.480098511388356,0.415682746007167,0.415682746007167,0.415682746007167,0.465730909034422,0.480098511388356,0.415682746007167,0.465730909034422,0.465730909034422,0.415682746007167,0.415682746007167,0.415682746007167,0.415682746007167,0.465730909034422,0.480098511388356,0.415682746007167,0.480098511388356,0.465730909034422,0.480098511388356,0.465730909034422,0.465730909034422,0.480098511388356,0.480098511388356,0.415682746007167,0.415682746007167,0.415682746007167,0.415682746007167,0.415682746007167
0.15,0.15,0.56818284724776,0.531897419885046,0.531897419885046,0.56818284724776,0.531897419885046,0.580196357591186,0.580196357591186,0.531897419885046,0.531897419885046,0.56818284724776,0.531897419885046,0.531897419885046,0.580196357591186,0.531897419885046,0.531897419885046,0.531897419885046,0.531897419885046,0.56818284724776,0.56818284724776,0.531897419885046,0.580196357591186,0.56818284724776,0.580196357591186,0.580196357591186,0.56818284724776,0.580196357591186,0.531897419885046,0.56818284724776,0.56818284724776,0.580196357591186,0.580196357591186,0.531897419885046,0.531897419885046,0.56818284724776,0.580196357591186,0.531897419885046,0.56818284724776,0.531897419885046,0.580196357591186,0.56818284724776,0.580196357591186,0.56818284724776,0.580196357591186,0.531897419885046,0.531897419885046,0.56818284724776,0.531897419885046,0.580196357591186,0.56818284724776,0.56818284724776,0.56818284724776,0.56818284724776,0.580196357591186,0.580196357591186,0.531897419885046,0.531897419885046,0.531897419885046,0.531897419885046,0.580196357591186,0.580196357591186,0.531897419885046,0.531897419885046,0.56818284724776,0.56818284724776,0.580196357591186,0.580196357591186,0.531897419885046,0.531897419885046,0.56818284724776,0.580196357591186,0.580196357591186,0.56818284724776,0.531897419885046,0.56818284724776,0.56818284724776,0.531897419885046,0.56818284724776,0.56818284724776,0.580196357591186,0.580196357591186,0.531897419885046,0.580196357591186,0.580196357591186,0.531897419885046,0.531897419885046,0.531897419885046,0.56818284724776,0.56818284724776,0.531897419885046,0.580196357591186,0.531897419885046,0.531897419885046,0.580196357591186,0.56818284724776,0.56818284724776,0.580196357591186,0.531897419885046,0.56818284724776,0.531897419885046,0.531897419885046
0.25,0.15,0.583708973942286,0.588813103742601,0.583708973942286,0.574847045873771,0.583708973942286,0.583708973942286,0.583708973942286,0.588813103742601,0.588813103742601,0.588813103742601,0.583708973942286,0.574847045873771,0.588813103742601,0.574847045873771,0.583708973942286,0.574847045873771,0.583708973942286,0.574847045873771,0.583708973942286,0.574847045873771,0.583708973942286,0.583708973942286,0.583708973942286,0.588813103742601,0.588813103742601,0.583708973942286,0.583708973942286,0.583708973942286,0.588813103742601,0.574847045873771,0.583708973942286,0.588813103742601,0.574847045873771,0.588813103742601,0.588813103742601,0.588813103742601,0.588813103742601,0.588813103742601,0.574847045873771,0.583708973942286,0.574847045873771,0.583708973942286,0.583708973942286,0.583708973942286,0.583708973942286,0.583708973942286,0.588813103742601,0.574847045873771,0.574847045873771,0.583708973942286,0.588813103742601,0.583708973942286,0.588813103742601,0.583708973942286,0.583708973942286,0.588813103742601,0.583708973942286,0.583708973942286,0.574847045873771,0.574847045873771,0.588813103742601,0.583708973942286,0.588813103742601,0.583708973942286,0.583708973942286,0.583708973942286,0.588813103742601,0.583708973942286,0.588813103742601,0.588813103742601,0.588813103742601,0.583708973942286,0.583708973942286,0.583708973942286,0.588813103742601,0.574847045873771,0.583708973942286,0.588813103742601,0.574847045873771,0.588813103742601,0.588813103742601,0.583708973942286,0.583708973942286,0.583708973942286,0.574847045873771,0.588813103742601,0.588813103742601,0.583708973942286,0.574847045873771,0.588813103742601,0.588813103742601,0.583708973942286,0.588813103742601,0.583708973942286,0.574847045873771,0.583708973942286,0.574847045873771,0.574847045873771,0.583708973942286,0.583708973942286
0.5,0.15,0.60415447825554,0.610433980278856,0.619260709703288,0.610433980278856,0.60415447825554,0.610433980278856,0.619260709703288,0.60415447825554,0.60415447825554,0.60415447825554,0.610433980278856,0.60415447825554,0.610433980278856,0.610433980278856,0.610433980278856,0.60415447825554,0.610433980278856,0.619260709703288,0.610433980278856,0.610433980278856,0.60415447825554,0.610433980278856,0.610433980278856,0.610433980278856,0.60415447825554,0.610433980278856,0.610433980278856,0.619260709703288,0.60415447825554,0.619260709703288,0.610433980278856,0.60415447825554,0.60415447825554,0.60415447825554,0.60415447825554,0.619260709703288,0.610433980278856,0.610433980278856,0.610433980278856,0.619260709703288,0.60415447825554,0.619260709703288,0.619260709703288,0.60415447825554,0.610433980278856,0.60415447825554,0.619260709703288,0.610433980278856,0.610433980278856,0.60415447825554,0.619260709703288,0.619260709703288,0.60415447825554,0.60415447825554,0.619260709703288,0.610433980278856,0.610433980278856,0.60415447825554,0.619260709703288,0.60415447825554,0.619260709703288,0.60415447825554,0.60415447825554,0.610433980278856,0.60415447825554,0.619260709703288,0.610433980278856,0.610433980278856,0.610433980278856,0.619260709703288,0.619260709703288,0.610433980278856,0.619260709703288,0.60415447825554,0.619260709703288,0.60415447825554,0.60415447825554,0.60415447825554,0.60415447825554,0.619260709703288,0.60415447825554,0.619260709703288,0.619260709703288,0.619260709703288,0.60415447825554,0.610433980278856,0.60415447825554,0.60415447825554,0.619260709703288,0.610433980278856,0.610433980278856,0.619260709703288,0.60415447825554,0.60415447825554,0.60415447825554,0.610433980278856,0.60415447825554,0.60415447825554,0.610433980278856,0.60415447825554
1.0,0.15,0.597193792265075,0.597193792265075,0.597193792265075,0.62225771722263,0.62225771722263,0.597193792265075,0.6126359768896,0.6126359768896,0.597193792265075,0.6126359768896,0.6126359768896,0.62225771722263,0.62225771722263,0.597193792265075,0.597193792265075,0.62225771722263,0.597193792265075,0.6126359768896,0.597193792265075,0.597193792265075,0.6126359768896,0.597193792265075,0.597193792265075,0.62225771722263,0.62225771722263,0.597193792265075,0.62225771722263,0.597193792265075,0.6126359768896,0.597193792265075,0.6126359768896,0.6126359768896,0.6126359768896,0.597193792265075,0.597193792265075,0.597193792265075,0.62225771722263,0.62225771722263,0.6126359768896,0.6126359768896,0.62225771722263,0.597193792265075,0.597193792265075,0.597193792265075,0.6126359768896,0.6126359768896,0.62225771722263,0.6126359768896,0.6126359768896,0.597193792265075,0.62225771722263,0.597193792265075,0.597193792265075,0.6126359768896,0.6126359768896,0.6126359768896,0.6126359768896,0.6126359768896,0.6126359768896,0.597193792265075,0.6126359768896,0.597193792265075,0.6126359768896,0.6126359768896,0.6126359768896,0.62225771722263,0.62225771722263,0.597193792265075,0.597193792265075,0.597193792265075,0.6126359768896,0.6126359768896,0.6126359768896,0.6126359768896,0.597193792265075,0.62225771722263,0.597193792265075,0.6126359768896,0.597193792265075,0.6126359768896,0.597193792265075,0.6126359768896,0.6126359768896,0.6126359768896,0.62225771722263,0.6126359768896,0.597193792265075,0.62225771722263,0.62225771722263,0.6126359768896,0.597193792265075,0.597193792265075,0.6126359768896,0.6126359768896,0.597193792265075,0.6126359768896,0.597193792265075,0.597193792265075,0.62225771722263,0.62225771722263
2.0,0.15,0.613604792369335,0.613604792369335,0.610812154941625,0.613604792369335,0.613604792369335,0.610812154941625,0.610812154941625,0.631849924884402,0.613604792369335,0.610812154941625,0.613604792369335,0.631849924884402,0.631849924884402,0.610812154941625,0.631849924884402,0.631849924884402,0.613604792369335,0.610812154941625,0.610812154941625,0.613604792369335,0.610812154941625,0.610812154941625,0.631849924884402,0.610812154941625,0.610812154941625,0.613604792369335,0.613604792369335,0.613604792369335,0.610812154941625,0.613604792369335,0.631849924884402,0.610812154941625,0.613604792369335,0.631849924884402,0.613604792369335,0.631849924884402,0.610812154941625,0.631849924884402,0.613604792369335,0.610812154941625,0.610812154941625,0.631849924884402,0.613604792369335,0.631849924884402,0.631849924884402,0.631849924884402,0.613604792369335,0.613604792369335,0.610812154941625,0.631849924884402,0.631849924884402,0.613604792369335,0.631849924884402,0.631849924884402,0.631849924884402,0.631849924884402,0.613604792369335,0.610812154941625,0.610812154941625,0.631849924884402,0.613604792369335,0.631849924884402,0.631849924884402,0.631849924884402,0.610812154941625,0.610812154941625,0.631849924884402,0.631849924884402,0.631849924884402,0.610812154941625,0.613604792369335,0.613604792369335,0.610812154941625,0.613604792369335,0.631849924884402,0.613604792369335,0.613604792369335,0.631849924884402,0.631849924884402,0.613604792369335,0.631849924884402,0.631849924884402,0.610812154941625,0.613604792369335,0.631849924884402,0.631849924884402,0.610812154941625,0.631849924884402,0.631849924884402,0.631849924884402,0.631849924884402,0.631849924884402,0.610812154941625,0.613604792369335,0.613604792369335,0.610812154941625,0.610812154941625,0.610812154941625,0.610812154941625,0.610812154941625
0.0,0.5,0.286576651552883,0.313027761633219,0.3121395401701,0.3121395401701,0.286576651552883,0.3121395401701,0.286576651552883,0.286576651552883,0.313027761633219,0.286576651552883,0.313027761633219,0.286576651552883,0.3121395401701,0.313027761633219,0.3121395401701,0.286576651552883,0.3121395401701,0.286576651552883,0.286576651552883,0.313027761633219,0.3121395401701,0.286576651552883,0.313027761633219,0.286576651552883,0.3121395401701,0.313027761633219,0.3121395401701,0.286576651552883,0.313027761633219,0.3121395401701,0.313027761633219,0.313027761633219,0.3121395401701,0.286576651552883,0.313027761633219,0.3121395401701,0.3121395401701,0.313027761633219,0.3121395401701,0.313027761633219,0.3121395401701,0.3121395401701,0.286576651552883,0.286576651552883,0.286576651552883,0.3121395401701,0.286576651552883,0.313027761633219,0.313027761633219,0.313027761633219,0.313027761633219,0.3121395401701,0.286576651552883,0.3121395401701,0.313027761633219,0.313027761633219,0.313027761633219,0.3121395401701,0.313027761633219,0.313027761633219,0.313027761633219,0.313027761633219,0.313027761633219,0.286576651552883,0.3121395401701,0.3121395401701,0.313027761633219,0.313027761633219,0.313027761633219,0.313027761633219,0.286576651552883,0.313027761633219,0.3121395401701,0.313027761633219,0.313027761633219,0.313027761633219,0.3121395401701,0.286576651552883,0.3121395401701,0.286576651552883,0.3121395401701,0.313027761633219,0.313027761633219,0.286576651552883,0.3121395401701,0.286576651552883,0.3121395401701,0.3121395401701,0.3121395401701,0.313027761633219,0.286576651552883,0.313027761633219,0.3121395401701,0.3121395401701,0.3121395401701,0.286576651552883,0.286576651552883,0.3121395401701,0.313027761633219,0.313027761633219
0.005,0.5,0.357931044846394,0.3281648049347,0.3281648049347,0.3281648049347,0.357931044846394,0.3281648049347,0.357931044846394,0.3281648049347,0.3281648049347,0.357931044846394,0.357931044846394,0.3281648049347,0.292045923285062,0.357931044846394,0.292045923285062,0.3281648049347,0.3281648049347,0.357931044846394,0.292045923285062,0.3281648049347,0.292045923285062,0.3281648049347,0.292045923285062,0.3281648049347,0.3281648049347,0.3281648049347,0.357931044846394,0.292045923285062,0.3281648049347,0.292045923285062,0.3281648049347,0.357931044846394,0.3281648049347,0.357931044846394,0.292045923285062,0.3281648049347,0.357931044846394,0.357931044846394,0.357931044846394,0.357931044846394,0.3281648049347,0.292045923285062,0.357931044846394,0.292045923285062,0.357931044846394,0.3281648049347,0.292045923285062,0.3281648049347,0.292045923285062,0.292045923285062,0.292045923285062,0.3281648049347,0.3281648049347,0.3281648049347,0.292045923285062,0.3281648049347,0.292045923285062,0.292045923285062,0.357931044846394,0.357931044846394,0.3281648049347,0.3281648049347,0.292045923285062,0.292045923285062,0.357931044846394,0.292045923285062,0.357931044846394,0.3281648049347,0.357931044846394,0.292045923285062,0.3281648049347,0.292045923285062,0.357931044846394,0.357931044846394,0.3281648049347,0.292045923285062,0.357931044846394,0.3281648049347,0.357931044846394,0.292045923285062,0.292045923285062,0.292045923285062,0.3281648049347,0.357931044846394,0.292045923285062,0.3281648049347,0.292045923285062,0.292045923285062,0.357931044846394,0.357931044846394,0.357931044846394,0.357931044846394,0.357931044846394,0.292045923285062,0.292045923285062,0.292045923285062,0.292045923285062,0.292045923285062,0.3281648049347,0.292045923285062
0.01,0.5,0.33426167016544,0.351204434566284,0.351204434566284,0.351204434566284,0.33426167016544,0.344599462417266,0.33426167016544,0.351204434566284,0.351204434566284,0.351204434566284,0.33426167016544,0.33426167016544,0.33426167016544,0.351204434566284,0.351204434566284,0.344599462417266,0.351204434566284,0.33426167016544,0.33426167016544,0.344599462417266,0.344599462417266,0.344599462417266,0.33426167016544,0.344599462417266,0.33426167016544,0.33426167016544,0.351204434566284,0.344599462417266,0.33426167016544,0.344599462417266,0.33426167016544,0.351204434566284,0.33426167016544,0.33426167016544,0.344599462417266,0.351204434566284,0.33426167016544,0.351204434566284,0.351204434566284,0.344599462417266,0.351204434566284,0.351204434566284,0.344599462417266,0.351204434566284,0.344599462417266,0.351204434566284,0.344599462417266,0.344599462417266,0.344599462417266,0.33426167016544,0.344599462417266,0.344599462417266,0.351204434566284,0.33426167016544,0.33426167016544,0.344599462417266,0.344599462417266,0.344599462417266,0.351204434566284,0.33426167016544,0.344599462417266,0.344599462417266,0.344599462417266,0.351204434566284,0.351204434566284,0.344599462417266,0.344599462417266,0.33426167016544,0.344599462417266,0.344599462417266,0.351204434566284,0.33426167016544,0.351204434566284,0.351204434566284,0.344599462417266,0.351204434566284,0.344599462417266,0.351204434566284,0.33426167016544,0.351204434566284,0.344599462417266,0.351204434566284,0.344599462417266,0.344599462417266,0.344599462417266,0.344599462417266,0.344599462417266,0.351204434566284,0.344599462417266,0.344599462417266,0.344599462417266,0.33426167016544,0.351204434566284,0.351204434566284,0.33426167016544,0.351204434566284,0.351204434566284,0.344599462417266,0.33426167016544,0.33426167016544
0.025,0.5,0.384022295770597,0.384022295770597,0.384022295770597,0.431944040314436,0.472139499833364,0.384022295770597,0.431944040314436,0.431944040314436,0.431944040314436,0.472139499833364,0.472139499833364,0.431944040314436,0.472139499833364,0.384022295770597,0.472139499833364,0.472139499833364,0.431944040314436,0.384022295770597,0.384022295770597,0.384022295770597,0.384022295770597,0.431944040314436,0.472139499833364,0.472139499833364,0.384022295770597,0.384022295770597,0.472139499833364,0.431944040314436,0.384022295770597,0.384022295770597,0.431944040314436,0.384022295770597,0.384022295770597,0.384022295770597,0.384022295770597,0.384022295770597,0.472139499833364,0.384022295770597,0.431944040314436,0.431944040314436,0.472139499833364,0.431944040314436,0.472139499833364,0.384022295770597,0.431944040314436,0.431944040314436,0.431944040314436,0.431944040314436,0.472139499833364,0.431944040314436,0.384022295770597,0.472139499833364,0.431944040314436,0.384022295770597,0.384022295770597,0.384022295770597,0.384022295770597,0.431944040314436,0.431944040314436,0.472139499833364,0.431944040314436,0.384022295770597,0.431944040314436,0.431944040314436,0.431944040314436,0.384022295770597,0.384022295770597,0.472139499833364,0.431944040314436,0.431944040314436,0.384022295770597,0.384022295770597,0.472139499833364,0.431944040314436,0.384022295770597,0.472139499833364,0.431944040314436,0.384022295770597,0.472139499833364,0.384022295770597,0.384022295770597,0.472139499833364,0.384022295770597,0.431944040314436,0.472139499833364,0.384022295770597,0.384022295770597,0.472139499833364,0.431944040314436,0.384022295770597,0.472139499833364,0.384022295770597,0.384022295770597,0.384022295770597,0.472139499833364,0.431944040314436,0.431944040314436,0.431944040314436,0.384022295770597,0.472139499833364
0.05,0.5,0.410760438717194,0.464213987561346,0.464213987561346,0.410760438717194,0.410760438717194,0.464213987561346,0.410760438717194,0.464213987561346,0.464213987561346,0.410760438717194,0.464213987561346,0.42007885011895,0.464213987561346,0.42007885011895,0.410760438717194,0.42007885011895,0.42007885011895,0.410760438717194,0.410760438717194,0.410760438717194,0.464213987561346,0.410760438717194,0.464213987561346,0.42007885011895,0.42007885011895,0.464213987561346,0.410760438717194,0.42007885011895,0.464213987561346,0.464213987561346,0.410760438717194,0.464213987561346,0.464213987561346,0.464213987561346,0.42007885011895,0.464213987561346,0.464213987561346,0.42007885011895,0.42007885011895,0.464213987561346,0.410760438717194,0.42007885011895,0.464213987561346,0.410760438717194,0.464213987561346,0.464213987561346,0.464213987561346,0.464213987561346,0.42007885011895,0.464213987561346,0.410760438717194,0.464213987561346,0.410760438717194,0.410760438717194,0.42007885011895,0.42007885011895,0.410760438717194,0.42007885011895,0.42007885011895,0.42007885011895,0.42007885011895,0.464213987561346,0.410760438717194,0.464213987561346,0.42007885011895,0.42007885011895,0.464213987561346,0.42007885011895,0.42007885011895,0.464213987561346,0.410760438717194,0.464213987561346,0.42007885011895,0.42007885011895,0.410760438717194,0.464213987561346,0.410760438717194,0.410760438717194,0.42007885011895,0.464213987561346,0.42007885011895,0.42007885011895,0.410760438717194,0.464213987561346,0.410760438717194,0.42007885011895,0.464213987561346,0.464213987561346,0.42007885011895,0.410760438717194,0.410760438717194,0.410760438717194,0.42007885011895,0.464213987561346,0.410760438717194,0.410760438717194,0.464213987561346,0.410760438717194,0.410760438717194,0.410760438717194
0.15,0.5,0.574861316640347,0.574861316640347,0.574861316640347,0.589981031309523,0.589981031309523,0.589981031309523,0.589981031309523,0.544083327967742,0.589981031309523,0.589981031309523,0.544083327967742,0.589981031309523,0.544083327967742,0.574861316640347,0.544083327967742,0.574861316640347,0.544083327967742,0.574861316640347,0.544083327967742,0.589981031309523,0.574861316640347,0.574861316640347,0.544083327967742,0.544083327967742,0.589981031309523,0.544083327967742,0.589981031309523,0.544083327967742,0.589981031309523,0.544083327967742,0.574861316640347,0.544083327967742,0.544083327967742,0.589981031309523,0.589981031309523,0.589981031309523,0.589981031309523,0.574861316640347,0.589981031309523,0.574861316640347,0.574861316640347,0.574861316640347,0.589981031309523,0.544083327967742,0.589981031309523,0.589981031309523,0.574861316640347,0.574861316640347,0.589981031309523,0.544083327967742,0.574861316640347,0.544083327967742,0.574861316640347,0.544083327967742,0.574861316640347,0.574861316640347,0.589981031309523,0.574861316640347,0.544083327967742,0.574861316640347,0.589981031309523,0.589981031309523,0.544083327967742,0.544083327967742,0.544083327967742,0.574861316640347,0.574861316640347,0.544083327967742,0.589981031309523,0.544083327967742,0.589981031309523,0.589981031309523,0.544083327967742,0.589981031309523,0.589981031309523,0.574861316640347,0.589981031309523,0.544083327967742,0.544083327967742,0.574861316640347,0.574861316640347,0.544083327967742,0.574861316640347,0.544083327967742,0.589981031309523,0.544083327967742,0.544083327967742,0.544083327967742,0.544083327967742,0.574861316640347,0.544083327967742,0.574861316640347,0.574861316640347,0.589981031309523,0.574861316640347,0.574861316640347,0.544083327967742,0.574861316640347,0.589981031309523,0.589981031309523
